run_id,satellite_id,model,target,n_samples,shapiro_w,p_value,hypothesis_result,alpha,mean,std,mae,rmse,qq_outlier_count
official_competition_run,MEO-1,transformer,z_error_m,6,0.8727153572375386,0.23724475083311414,0,0.05,-0.1766971235055387,0.33224063290195416,0.32153987413700974,0.3510105486273988,0
official_competition_run,MEO-1,transformer,clock_error_m,6,0.7954751398372436,0.05349427209965519,0,0.05,0.010941814259320741,0.12909972817652557,0.10307462564730109,0.11835824071575865,0
official_competition_run,MEO-1,decoupled_clock,x_error_m,6,0.9396262242587354,0.6561885005020496,0,0.05,0.6170545495374135,0.16699928880209788,0.6170545495374135,0.6356075459656628,0
official_competition_run,MEO-1,decoupled_clock,y_error_m,6,0.928857641175876,0.5713093210215092,0,0.05,-0.26145553163475316,0.45455737227418347,0.3879963458955455,0.4904531906951844,0
official_competition_run,MEO-1,decoupled_clock,z_error_m,6,0.8793137028135424,0.2659202684438685,0,0.05,0.32520888320206315,0.30897379233980216,0.32520888320206315,0.4304820801623444,0
official_competition_run,MEO-1,decoupled_clock,clock_error_m,6,0.8596920455627579,0.18811208540437174,0,0.05,0.2333210408584183,0.7437484065760879,0.4669672453582441,0.717918369322711,0
official_competition_run,MEO-1,nhits,x_error_m,6,0.9753988110571066,0.9265351935683253,0,0.05,-0.09728288259470687,0.2785841843280628,0.2327966148579114,0.2722833983996189,0
official_competition_run,MEO-1,nhits,y_error_m,6,0.9057386352303528,0.40896005354023235,0,0.05,0.4959931823842772,0.3967923341982755,0.4959931823842772,0.6141764410198257,0
official_competition_run,MEO-1,nhits,z_error_m,6,0.803282191434872,0.0628963342106904,0,0.05,-0.8187841502307128,0.6541970644477055,0.8187841502307128,1.013435896975742,0
official_competition_run,MEO-1,nhits,clock_error_m,6,0.8963152379809218,0.3526079495715781,0,0.05,0.017861821135287264,0.23510847181685132,0.19373434323421598,0.21536567179485291,0
official_competition_run,MEO-2,persistence,x_error_m,18,0.8556226419250209,0.010400070682285375,1,0.05,0.22789107366666672,0.23157301945697056,0.23278843755555562,0.32028296716533367,0
